test1_id	test1_url	test2_id	test2_url	similarity
94	/Users/meitu/Documents/midlife_crisis/project/dy_project/data_fast/素材库/亲子头像/126_133.jpg	94	/Users/meitu/Documents/midlife_crisis/project/dy_project/data_fast/素材库/亲子头像/126_133.jpg	1.00000
95	/Users/meitu/Documents/midlife_crisis/project/dy_project/data_fast/素材库/亲子头像/52_68.jpg	95	/Users/meitu/Documents/midlife_crisis/project/dy_project/data_fast/素材库/亲子头像/52_68.jpg	1.00000
96	/Users/meitu/Documents/midlife_crisis/project/dy_project/data_fast/素材库/亲子头像/74_93.jpg	96	/Users/meitu/Documents/midlife_crisis/project/dy_project/data_fast/素材库/亲子头像/74_93.jpg	1.00000
97	/Users/meitu/Documents/midlife_crisis/project/dy_project/data_fast/素材库/亲子头像/94_108.jpg	97	/Users/meitu/Documents/midlife_crisis/project/dy_project/data_fast/素材库/亲子头像/94_108.jpg	1.00000
98	/Users/meitu/Documents/midlife_crisis/project/dy_project/data_fast/素材库/亲子头像/100_114.jpg	98	/Users/meitu/Documents/midlife_crisis/project/dy_project/data_fast/素材库/亲子头像/100_114.jpg	1.00000
99	/Users/meitu/Documents/midlife_crisis/project/dy_project/data_fast/素材库/亲子头像/161_160.jpg	99	/Users/meitu/Documents/midlife_crisis/project/dy_project/data_fast/素材库/亲子头像/161_160.jpg	1.00000
100	/Users/meitu/Documents/midlife_crisis/project/dy_project/data_fast/素材库/亲子头像/98_112.jpg	100	/Users/meitu/Documents/midlife_crisis/project/dy_project/data_fast/素材库/亲子头像/98_112.jpg	1.00000
101	/Users/meitu/Documents/midlife_crisis/project/dy_project/data_fast/素材库/亲子头像/4_16.jpg	101	/Users/meitu/Documents/midlife_crisis/project/dy_project/data_fast/素材库/亲子头像/4_16.jpg	1.00000
102	/Users/meitu/Documents/midlife_crisis/project/dy_project/data_fast/素材库/亲子头像/153_157.jpg	102	/Users/meitu/Documents/midlife_crisis/project/dy_project/data_fast/素材库/亲子头像/153_157.jpg	1.00000
103	/Users/meitu/Documents/midlife_crisis/project/dy_project/data_fast/素材库/亲子头像/4_17.jpg	103	/Users/meitu/Documents/midlife_crisis/project/dy_project/data_fast/素材库/亲子头像/4_17.jpg	1.00000
104	/Users/meitu/Documents/midlife_crisis/project/dy_project/data_fast/素材库/亲子头像/105_118.jpg	104	/Users/meitu/Documents/midlife_crisis/project/dy_project/data_fast/素材库/亲子头像/105_118.jpg	1.00000
105	/Users/meitu/Documents/midlife_crisis/project/dy_project/data_fast/素材库/亲子头像/63_78.jpg	105	/Users/meitu/Documents/midlife_crisis/project/dy_project/data_fast/素材库/亲子头像/63_78.jpg	1.00000
106	/Users/meitu/Documents/midlife_crisis/project/dy_project/data_fast/素材库/亲子头像/42_61.jpg	106	/Users/meitu/Documents/midlife_crisis/project/dy_project/data_fast/素材库/亲子头像/42_61.jpg	1.00000
107	/Users/meitu/Documents/midlife_crisis/project/dy_project/data_fast/素材库/亲子头像/4_15.jpg	107	/Users/meitu/Documents/midlife_crisis/project/dy_project/data_fast/素材库/亲子头像/4_15.jpg	1.00000
108	/Users/meitu/Documents/midlife_crisis/project/dy_project/data_fast/素材库/亲子头像/123_130.jpg	108	/Users/meitu/Documents/midlife_crisis/project/dy_project/data_fast/素材库/亲子头像/123_130.jpg	1.00000
109	/Users/meitu/Documents/midlife_crisis/project/dy_project/data_fast/素材库/亲子头像/90_103.jpg	109	/Users/meitu/Documents/midlife_crisis/project/dy_project/data_fast/素材库/亲子头像/90_103.jpg	1.00000
110	/Users/meitu/Documents/midlife_crisis/project/dy_project/data_fast/素材库/亲子头像/1_0.jpg	110	/Users/meitu/Documents/midlife_crisis/project/dy_project/data_fast/素材库/亲子头像/1_0.jpg	1.00000
111	/Users/meitu/Documents/midlife_crisis/project/dy_project/data_fast/素材库/亲子头像/119_128.jpg	111	/Users/meitu/Documents/midlife_crisis/project/dy_project/data_fast/素材库/亲子头像/119_128.jpg	1.00000
112	/Users/meitu/Documents/midlife_crisis/project/dy_project/data_fast/素材库/亲子头像/139_147.jpg	112	/Users/meitu/Documents/midlife_crisis/project/dy_project/data_fast/素材库/亲子头像/139_147.jpg	1.00000
113	/Users/meitu/Documents/midlife_crisis/project/dy_project/data_fast/素材库/亲子头像/139_146.jpg	113	/Users/meitu/Documents/midlife_crisis/project/dy_project/data_fast/素材库/亲子头像/139_146.jpg	1.00000
114	/Users/meitu/Documents/midlife_crisis/project/dy_project/data_fast/素材库/亲子头像/4_14.jpg	114	/Users/meitu/Documents/midlife_crisis/project/dy_project/data_fast/素材库/亲子头像/4_14.jpg	1.00000
115	/Users/meitu/Documents/midlife_crisis/project/dy_project/data_fast/素材库/亲子头像/90_102.jpg	115	/Users/meitu/Documents/midlife_crisis/project/dy_project/data_fast/素材库/亲子头像/90_102.jpg	1.00000
116	/Users/meitu/Documents/midlife_crisis/project/dy_project/data_fast/素材库/亲子头像/89_101.jpg	116	/Users/meitu/Documents/midlife_crisis/project/dy_project/data_fast/素材库/亲子头像/89_101.jpg	1.00000
117	/Users/meitu/Documents/midlife_crisis/project/dy_project/data_fast/素材库/亲子头像/14_32.jpg	117	/Users/meitu/Documents/midlife_crisis/project/dy_project/data_fast/素材库/亲子头像/14_32.jpg	1.00000
118	/Users/meitu/Documents/midlife_crisis/project/dy_project/data_fast/素材库/亲子头像/73_91.jpg	118	/Users/meitu/Documents/midlife_crisis/project/dy_project/data_fast/素材库/亲子头像/73_91.jpg	1.00000
119	/Users/meitu/Documents/midlife_crisis/project/dy_project/data_fast/素材库/亲子头像/88_100.jpg	119	/Users/meitu/Documents/midlife_crisis/project/dy_project/data_fast/素材库/亲子头像/88_100.jpg	1.00000
120	/Users/meitu/Documents/midlife_crisis/project/dy_project/data_fast/素材库/亲子头像/36_56.jpg	120	/Users/meitu/Documents/midlife_crisis/project/dy_project/data_fast/素材库/亲子头像/36_56.jpg	1.00000
121	/Users/meitu/Documents/midlife_crisis/project/dy_project/data_fast/素材库/亲子头像/4_10.jpg	121	/Users/meitu/Documents/midlife_crisis/project/dy_project/data_fast/素材库/亲子头像/4_10.jpg	1.00000
122	/Users/meitu/Documents/midlife_crisis/project/dy_project/data_fast/素材库/亲子头像/50_66.jpg	122	/Users/meitu/Documents/midlife_crisis/project/dy_project/data_fast/素材库/亲子头像/50_66.jpg	1.00000
123	/Users/meitu/Documents/midlife_crisis/project/dy_project/data_fast/素材库/亲子头像/18_36.jpg	123	/Users/meitu/Documents/midlife_crisis/project/dy_project/data_fast/素材库/亲子头像/18_36.jpg	1.00000
124	/Users/meitu/Documents/midlife_crisis/project/dy_project/data_fast/素材库/亲子头像/18_37.jpg	124	/Users/meitu/Documents/midlife_crisis/project/dy_project/data_fast/素材库/亲子头像/18_37.jpg	1.00000
125	/Users/meitu/Documents/midlife_crisis/project/dy_project/data_fast/素材库/亲子头像/4_11.jpg	125	/Users/meitu/Documents/midlife_crisis/project/dy_project/data_fast/素材库/亲子头像/4_11.jpg	1.00000
126	/Users/meitu/Documents/midlife_crisis/project/dy_project/data_fast/素材库/亲子头像/36_57.jpg	126	/Users/meitu/Documents/midlife_crisis/project/dy_project/data_fast/素材库/亲子头像/36_57.jpg	1.00000
127	/Users/meitu/Documents/midlife_crisis/project/dy_project/data_fast/素材库/亲子头像/4_13.jpg	127	/Users/meitu/Documents/midlife_crisis/project/dy_project/data_fast/素材库/亲子头像/4_13.jpg	1.00000
128	/Users/meitu/Documents/midlife_crisis/project/dy_project/data_fast/素材库/亲子头像/152_156.jpg	128	/Users/meitu/Documents/midlife_crisis/project/dy_project/data_fast/素材库/亲子头像/152_156.jpg	1.00000
129	/Users/meitu/Documents/midlife_crisis/project/dy_project/data_fast/素材库/亲子头像/18_35.jpg	129	/Users/meitu/Documents/midlife_crisis/project/dy_project/data_fast/素材库/亲子头像/18_35.jpg	1.00000
130	/Users/meitu/Documents/midlife_crisis/project/dy_project/data_fast/素材库/亲子头像/4_12.jpg	130	/Users/meitu/Documents/midlife_crisis/project/dy_project/data_fast/素材库/亲子头像/4_12.jpg	1.00000
131	/Users/meitu/Documents/midlife_crisis/project/dy_project/data_fast/素材库/亲子头像/90_104.jpg	131	/Users/meitu/Documents/midlife_crisis/project/dy_project/data_fast/素材库/亲子头像/90_104.jpg	1.00000
132	/Users/meitu/Documents/midlife_crisis/project/dy_project/data_fast/素材库/亲子头像/95_109.jpg	132	/Users/meitu/Documents/midlife_crisis/project/dy_project/data_fast/素材库/亲子头像/95_109.jpg	1.00000
133	/Users/meitu/Documents/midlife_crisis/project/dy_project/data_fast/素材库/亲子头像/101_115.jpg	133	/Users/meitu/Documents/midlife_crisis/project/dy_project/data_fast/素材库/亲子头像/101_115.jpg	1.00000
134	/Users/meitu/Documents/midlife_crisis/project/dy_project/data_fast/素材库/亲子头像/99_113.jpg	134	/Users/meitu/Documents/midlife_crisis/project/dy_project/data_fast/素材库/亲子头像/99_113.jpg	1.00000
135	/Users/meitu/Documents/midlife_crisis/project/dy_project/data_fast/素材库/亲子头像/2_2.jpg	135	/Users/meitu/Documents/midlife_crisis/project/dy_project/data_fast/素材库/亲子头像/2_2.jpg	1.00000
136	/Users/meitu/Documents/midlife_crisis/project/dy_project/data_fast/素材库/亲子头像/116_126.jpg	136	/Users/meitu/Documents/midlife_crisis/project/dy_project/data_fast/素材库/亲子头像/116_126.jpg	1.00000
137	/Users/meitu/Documents/midlife_crisis/project/dy_project/data_fast/素材库/亲子头像/44_62.jpg	137	/Users/meitu/Documents/midlife_crisis/project/dy_project/data_fast/素材库/亲子头像/44_62.jpg	1.00000
138	/Users/meitu/Documents/midlife_crisis/project/dy_project/data_fast/素材库/亲子头像/30_52.jpg	138	/Users/meitu/Documents/midlife_crisis/project/dy_project/data_fast/素材库/亲子头像/30_52.jpg	1.00000
139	/Users/meitu/Documents/midlife_crisis/project/dy_project/data_fast/素材库/亲子头像/103_116.jpg	139	/Users/meitu/Documents/midlife_crisis/project/dy_project/data_fast/素材库/亲子头像/103_116.jpg	1.00000
140	/Users/meitu/Documents/midlife_crisis/project/dy_project/data_fast/素材库/亲子头像/75_94.jpg	140	/Users/meitu/Documents/midlife_crisis/project/dy_project/data_fast/素材库/亲子头像/75_94.jpg	1.00000
141	/Users/meitu/Documents/midlife_crisis/project/dy_project/data_fast/素材库/亲子头像/2_3.jpg	141	/Users/meitu/Documents/midlife_crisis/project/dy_project/data_fast/素材库/亲子头像/2_3.jpg	1.00000
142	/Users/meitu/Documents/midlife_crisis/project/dy_project/data_fast/素材库/亲子头像/48_63.jpg	142	/Users/meitu/Documents/midlife_crisis/project/dy_project/data_fast/素材库/亲子头像/48_63.jpg	1.00000
143	/Users/meitu/Documents/midlife_crisis/project/dy_project/data_fast/素材库/亲子头像/IMG_4291.JPG	143	/Users/meitu/Documents/midlife_crisis/project/dy_project/data_fast/素材库/亲子头像/IMG_4291.JPG	1.00000
144	/Users/meitu/Documents/midlife_crisis/project/dy_project/data_fast/素材库/亲子头像/5_22.jpg	144	/Users/meitu/Documents/midlife_crisis/project/dy_project/data_fast/素材库/亲子头像/5_22.jpg	1.00000
145	/Users/meitu/Documents/midlife_crisis/project/dy_project/data_fast/素材库/亲子头像/67_82.jpg	145	/Users/meitu/Documents/midlife_crisis/project/dy_project/data_fast/素材库/亲子头像/67_82.jpg	1.00000
146	/Users/meitu/Documents/midlife_crisis/project/dy_project/data_fast/素材库/亲子头像/69_87.jpg	146	/Users/meitu/Documents/midlife_crisis/project/dy_project/data_fast/素材库/亲子头像/69_87.jpg	1.00000
147	/Users/meitu/Documents/midlife_crisis/project/dy_project/data_fast/素材库/亲子头像/2_1.jpg	147	/Users/meitu/Documents/midlife_crisis/project/dy_project/data_fast/素材库/亲子头像/2_1.jpg	1.00000
148	/Users/meitu/Documents/midlife_crisis/project/dy_project/data_fast/素材库/亲子头像/19_38.jpg	148	/Users/meitu/Documents/midlife_crisis/project/dy_project/data_fast/素材库/亲子头像/19_38.jpg	1.00000
149	/Users/meitu/Documents/midlife_crisis/project/dy_project/data_fast/素材库/亲子头像/79_96.jpg	149	/Users/meitu/Documents/midlife_crisis/project/dy_project/data_fast/素材库/亲子头像/79_96.jpg	1.00000
150	/Users/meitu/Documents/midlife_crisis/project/dy_project/data_fast/素材库/亲子头像/128_135.jpg	150	/Users/meitu/Documents/midlife_crisis/project/dy_project/data_fast/素材库/亲子头像/128_135.jpg	1.00000
151	/Users/meitu/Documents/midlife_crisis/project/dy_project/data_fast/素材库/亲子头像/37_58.jpg	151	/Users/meitu/Documents/midlife_crisis/project/dy_project/data_fast/素材库/亲子头像/37_58.jpg	1.00000
152	/Users/meitu/Documents/midlife_crisis/project/dy_project/data_fast/素材库/亲子头像/7_26.jpg	152	/Users/meitu/Documents/midlife_crisis/project/dy_project/data_fast/素材库/亲子头像/7_26.jpg	1.00000
153	/Users/meitu/Documents/midlife_crisis/project/dy_project/data_fast/素材库/亲子头像/162_161.jpg	153	/Users/meitu/Documents/midlife_crisis/project/dy_project/data_fast/素材库/亲子头像/162_161.jpg	1.00000
154	/Users/meitu/Documents/midlife_crisis/project/dy_project/data_fast/素材库/亲子头像/149_154.jpg	154	/Users/meitu/Documents/midlife_crisis/project/dy_project/data_fast/素材库/亲子头像/149_154.jpg	1.00000
155	/Users/meitu/Documents/midlife_crisis/project/dy_project/data_fast/素材库/亲子头像/54_71.jpg	155	/Users/meitu/Documents/midlife_crisis/project/dy_project/data_fast/素材库/亲子头像/54_71.jpg	1.00000
156	/Users/meitu/Documents/midlife_crisis/project/dy_project/data_fast/素材库/亲子头像/22_44.jpg	156	/Users/meitu/Documents/midlife_crisis/project/dy_project/data_fast/素材库/亲子头像/22_44.jpg	1.00000
157	/Users/meitu/Documents/midlife_crisis/project/dy_project/data_fast/素材库/亲子头像/131_137.jpg	157	/Users/meitu/Documents/midlife_crisis/project/dy_project/data_fast/素材库/亲子头像/131_137.jpg	1.00000
158	/Users/meitu/Documents/midlife_crisis/project/dy_project/data_fast/素材库/亲子头像/IMG_4286.JPG	158	/Users/meitu/Documents/midlife_crisis/project/dy_project/data_fast/素材库/亲子头像/IMG_4286.JPG	1.00000
159	/Users/meitu/Documents/midlife_crisis/project/dy_project/data_fast/素材库/亲子头像/IMG_4282.JPG	159	/Users/meitu/Documents/midlife_crisis/project/dy_project/data_fast/素材库/亲子头像/IMG_4282.JPG	1.00000
160	/Users/meitu/Documents/midlife_crisis/project/dy_project/data_fast/素材库/亲子头像/IMG_4296.JPG	160	/Users/meitu/Documents/midlife_crisis/project/dy_project/data_fast/素材库/亲子头像/IMG_4296.JPG	1.00000
161	/Users/meitu/Documents/midlife_crisis/project/dy_project/data_fast/素材库/亲子头像/2_4.jpg	161	/Users/meitu/Documents/midlife_crisis/project/dy_project/data_fast/素材库/亲子头像/2_4.jpg	1.00000
162	/Users/meitu/Documents/midlife_crisis/project/dy_project/data_fast/素材库/亲子头像/107_119.jpg	162	/Users/meitu/Documents/midlife_crisis/project/dy_project/data_fast/素材库/亲子头像/107_119.jpg	1.00000
163	/Users/meitu/Documents/midlife_crisis/project/dy_project/data_fast/素材库/亲子头像/IMG_4269.JPG	163	/Users/meitu/Documents/midlife_crisis/project/dy_project/data_fast/素材库/亲子头像/IMG_4269.JPG	1.00000
164	/Users/meitu/Documents/midlife_crisis/project/dy_project/data_fast/素材库/亲子头像/58_75.jpg	164	/Users/meitu/Documents/midlife_crisis/project/dy_project/data_fast/素材库/亲子头像/58_75.jpg	1.00000
165	/Users/meitu/Documents/midlife_crisis/project/dy_project/data_fast/素材库/亲子头像/22_40.jpg	165	/Users/meitu/Documents/midlife_crisis/project/dy_project/data_fast/素材库/亲子头像/22_40.jpg	1.00000
166	/Users/meitu/Documents/midlife_crisis/project/dy_project/data_fast/素材库/亲子头像/93_105.jpg	166	/Users/meitu/Documents/midlife_crisis/project/dy_project/data_fast/素材库/亲子头像/93_105.jpg	1.00000
167	/Users/meitu/Documents/midlife_crisis/project/dy_project/data_fast/素材库/亲子头像/IMG_4309.JPG	167	/Users/meitu/Documents/midlife_crisis/project/dy_project/data_fast/素材库/亲子头像/IMG_4309.JPG	1.00000
168	/Users/meitu/Documents/midlife_crisis/project/dy_project/data_fast/素材库/亲子头像/39_59.jpg	168	/Users/meitu/Documents/midlife_crisis/project/dy_project/data_fast/素材库/亲子头像/39_59.jpg	1.00000
169	/Users/meitu/Documents/midlife_crisis/project/dy_project/data_fast/素材库/亲子头像/IMG_4308.JPG	169	/Users/meitu/Documents/midlife_crisis/project/dy_project/data_fast/素材库/亲子头像/IMG_4308.JPG	1.00000
170	/Users/meitu/Documents/midlife_crisis/project/dy_project/data_fast/素材库/亲子头像/53_69.jpg	170	/Users/meitu/Documents/midlife_crisis/project/dy_project/data_fast/素材库/亲子头像/53_69.jpg	1.00000
171	/Users/meitu/Documents/midlife_crisis/project/dy_project/data_fast/素材库/亲子头像/22_41.jpg	171	/Users/meitu/Documents/midlife_crisis/project/dy_project/data_fast/素材库/亲子头像/22_41.jpg	1.00000
172	/Users/meitu/Documents/midlife_crisis/project/dy_project/data_fast/素材库/亲子头像/2_5.jpg	172	/Users/meitu/Documents/midlife_crisis/project/dy_project/data_fast/素材库/亲子头像/2_5.jpg	1.00000
173	/Users/meitu/Documents/midlife_crisis/project/dy_project/data_fast/素材库/亲子头像/IMG_4297.JPG	173	/Users/meitu/Documents/midlife_crisis/project/dy_project/data_fast/素材库/亲子头像/IMG_4297.JPG	1.00000
174	/Users/meitu/Documents/midlife_crisis/project/dy_project/data_fast/素材库/亲子头像/2_7.jpg	174	/Users/meitu/Documents/midlife_crisis/project/dy_project/data_fast/素材库/亲子头像/2_7.jpg	1.00000
175	/Users/meitu/Documents/midlife_crisis/project/dy_project/data_fast/素材库/亲子头像/56_73.jpg	175	/Users/meitu/Documents/midlife_crisis/project/dy_project/data_fast/素材库/亲子头像/56_73.jpg	1.00000
176	/Users/meitu/Documents/midlife_crisis/project/dy_project/data_fast/素材库/亲子头像/70_88.jpg	176	/Users/meitu/Documents/midlife_crisis/project/dy_project/data_fast/素材库/亲子头像/70_88.jpg	1.00000
177	/Users/meitu/Documents/midlife_crisis/project/dy_project/data_fast/素材库/亲子头像/22_43.jpg	177	/Users/meitu/Documents/midlife_crisis/project/dy_project/data_fast/素材库/亲子头像/22_43.jpg	1.00000
178	/Users/meitu/Documents/midlife_crisis/project/dy_project/data_fast/素材库/亲子头像/151_155.jpg	178	/Users/meitu/Documents/midlife_crisis/project/dy_project/data_fast/素材库/亲子头像/151_155.jpg	1.00000
179	/Users/meitu/Documents/midlife_crisis/project/dy_project/data_fast/素材库/亲子头像/154_158.jpg	179	/Users/meitu/Documents/midlife_crisis/project/dy_project/data_fast/素材库/亲子头像/154_158.jpg	1.00000
180	/Users/meitu/Documents/midlife_crisis/project/dy_project/data_fast/素材库/亲子头像/149_153.jpg	180	/Users/meitu/Documents/midlife_crisis/project/dy_project/data_fast/素材库/亲子头像/149_153.jpg	1.00000
181	/Users/meitu/Documents/midlife_crisis/project/dy_project/data_fast/素材库/亲子头像/129_136.jpg	181	/Users/meitu/Documents/midlife_crisis/project/dy_project/data_fast/素材库/亲子头像/129_136.jpg	1.00000
182	/Users/meitu/Documents/midlife_crisis/project/dy_project/data_fast/素材库/亲子头像/65_80.jpg	182	/Users/meitu/Documents/midlife_crisis/project/dy_project/data_fast/素材库/亲子头像/65_80.jpg	1.00000
183	/Users/meitu/Documents/midlife_crisis/project/dy_project/data_fast/素材库/亲子头像/133_140.jpg	183	/Users/meitu/Documents/midlife_crisis/project/dy_project/data_fast/素材库/亲子头像/133_140.jpg	1.00000
184	/Users/meitu/Documents/midlife_crisis/project/dy_project/data_fast/素材库/亲子头像/22_42.jpg	184	/Users/meitu/Documents/midlife_crisis/project/dy_project/data_fast/素材库/亲子头像/22_42.jpg	1.00000
185	/Users/meitu/Documents/midlife_crisis/project/dy_project/data_fast/素材库/亲子头像/117_127.jpg	185	/Users/meitu/Documents/midlife_crisis/project/dy_project/data_fast/素材库/亲子头像/117_127.jpg	1.00000
186	/Users/meitu/Documents/midlife_crisis/project/dy_project/data_fast/素材库/亲子头像/2_6.jpg	186	/Users/meitu/Documents/midlife_crisis/project/dy_project/data_fast/素材库/亲子头像/2_6.jpg	1.00000
187	/Users/meitu/Documents/midlife_crisis/project/dy_project/data_fast/素材库/亲子头像/32_53.jpg	187	/Users/meitu/Documents/midlife_crisis/project/dy_project/data_fast/素材库/亲子头像/32_53.jpg	1.00000
